sol,hour,mars_year_proxy,ls_deg_approx,lat,lon,temperature_c,wind_u_ms,wind_v_ms,surface_pressure_pa,dust_optical_depth,dust_storm_flag,habitat_thermal_load_kw_100p
3,0,30,1.62,18.4,77.5,-82.27,-7.58,1.17,614.1,0.159,0,36.5
3,1,30,1.62,18.4,77.5,-77.03,-4.58,3.34,608.7,0.137,0,34.66
3,2,30,1.62,18.4,77.5,-74.78,-2.0,4.09,613.7,0.178,0,33.87
3,3,30,1.62,18.4,77.5,-65.51,0.94,3.87,605.1,0.147,0,30.63
3,4,30,1.62,18.4,77.5,-62.09,-0.4,3.23,606.3,0.178,0,29.43
3,5,30,1.62,18.4,77.5,-56.19,3.45,3.59,612.7,0.16,0,27.37
3,6,30,1.62,18.4,77.5,-51.22,5.47,5.53,609.7,0.152,0,25.63
3,7,30,1.62,18.4,77.5,-40.79,7.02,3.63,611.8,0.167,0,21.98
3,8,30,1.62,18.4,77.5,-35.47,6.94,4.06,613.6,0.155,0,20.11
3,9,30,1.62,18.4,77.5,-31.15,5.55,1.2,613.6,0.149,0,18.6
3,10,30,1.62,18.4,77.5,-30.18,8.82,1.01,609.1,0.105,0,18.26
3,11,30,1.62,18.4,77.5,-26.7,7.29,1.35,615.1,0.173,0,17.05
3,12,30,1.62,18.4,77.5,-27.82,4.53,-2.18,609.3,0.135,0,17.44
3,13,30,1.62,18.4,77.5,-31.29,3.17,-2.11,616.3,0.167,0,18.65
3,14,30,1.62,18.4,77.5,-36.76,0.81,-2.61,610.7,0.161,0,20.57
3,15,30,1.62,18.4,77.5,-41.91,0.2,-3.9,607.9,0.141,0,22.37
3,16,30,1.62,18.4,77.5,-48.04,0.48,-5.17,612.2,0.158,0,24.51
3,17,30,1.62,18.4,77.5,-57.22,-1.78,-4.62,610.1,0.173,0,27.73
3,18,30,1.62,18.4,77.5,-62.44,-2.42,-4.76,617.0,0.158,0,29.56
3,19,30,1.62,18.4,77.5,-68.76,-5.98,-4.36,608.6,0.173,0,31.77
3,20,30,1.62,18.4,77.5,-74.33,-9.9,-4.65,606.4,0.135,0,33.71
3,21,30,1.62,18.4,77.5,-79.94,-6.61,-3.46,616.9,0.146,0,35.68
3,22,30,1.62,18.4,77.5,-81.52,-7.7,-0.67,610.3,0.143,0,36.23
3,23,30,1.62,18.4,77.5,-83.51,-7.36,2.6,607.7,0.173,0,36.93
4,0,30,2.15,18.4,77.5,-81.71,-5.61,1.24,611.8,0.181,0,36.3
4,1,30,2.15,18.4,77.5,-79.5,-5.85,3.17,612.8,0.136,0,35.53
4,2,30,2.15,18.4,77.5,-73.17,-2.46,3.23,610.6,0.159,0,33.31
4,3,30,2.15,18.4,77.5,-67.6,-3.38,2.84,610.5,0.115,0,31.36
4,4,30,2.15,18.4,77.5,-60.2,-0.7,1.87,609.3,0.17,0,28.77
4,5,30,2.15,18.4,77.5,-55.82,2.44,5.47,612.8,0.2,0,27.24
4,6,30,2.15,18.4,77.5,-50.09,4.81,5.62,611.8,0.146,0,25.23
4,7,30,2.15,18.4,77.5,-40.48,7.46,5.96,609.4,0.165,0,21.87
4,8,30,2.15,18.4,77.5,-36.66,7.18,4.94,615.5,0.134,0,20.53
4,9,30,2.15,18.4,77.5,-31.42,8.25,4.06,611.9,0.181,0,18.7
4,10,30,2.15,18.4,77.5,-28.5,8.47,-0.27,610.2,0.133,0,17.67
4,11,30,2.15,18.4,77.5,-26.04,4.5,-0.79,614.9,0.141,0,16.82
4,12,30,2.15,18.4,77.5,-30.48,6.1,-1.55,612.2,0.135,0,18.37
4,13,30,2.15,18.4,77.5,-30.99,5.67,-1.84,608.5,0.156,0,18.55
4,14,30,2.15,18.4,77.5,-34.62,5.45,-3.62,612.4,0.163,0,19.82
4,15,30,2.15,18.4,77.5,-41.46,-0.51,-5.22,608.4,0.137,0,22.21
4,16,30,2.15,18.4,77.5,-47.86,-2.02,-3.93,611.7,0.159,0,24.45
4,17,30,2.15,18.4,77.5,-53.89,-2.46,-4.81,609.5,0.149,0,26.56
4,18,30,2.15,18.4,77.5,-64.42,-6.0,-4.64,612.3,0.151,0,30.25
4,19,30,2.15,18.4,77.5,-71.18,-6.69,-3.97,615.2,0.179,0,32.61
4,20,30,2.15,18.4,77.5,-78.41,-8.7,-2.82,610.6,0.129,0,35.14
4,21,30,2.15,18.4,77.5,-76.25,-7.66,-0.89,609.0,0.128,0,34.39
4,22,30,2.15,18.4,77.5,-83.88,-9.91,-2.58,617.0,0.157,0,37.06
4,23,30,2.15,18.4,77.5,-83.64,-7.08,-1.77,613.9,0.141,0,36.97
5,0,30,2.69,18.4,77.5,-81.27,-7.06,0.66,615.7,0.141,0,36.15
5,1,30,2.69,18.4,77.5,-78.44,-6.85,3.04,613.2,0.168,0,35.15
5,2,30,2.69,18.4,77.5,-76.35,-2.47,2.73,607.6,0.157,0,34.42
5,3,30,2.69,18.4,77.5,-70.92,-1.72,5.78,612.6,0.167,0,32.52
5,4,30,2.69,18.4,77.5,-62.91,0.36,5.3,612.7,0.153,0,29.72
5,5,30,2.69,18.4,77.5,-55.8,1.87,2.59,616.0,0.144,0,27.23
5,6,30,2.69,18.4,77.5,-45.34,2.59,4.52,610.7,0.203,0,23.57
5,7,30,2.69,18.4,77.5,-41.43,7.08,4.85,608.5,0.149,0,22.2
5,8,30,2.69,18.4,77.5,-37.44,7.62,3.2,618.0,0.166,0,20.8
5,9,30,2.69,18.4,77.5,-30.96,8.14,2.11,606.7,0.165,0,18.54
5,10,30,2.69,18.4,77.5,-25.18,6.6,1.88,616.9,0.149,0,16.51
5,11,30,2.69,18.4,77.5,-26.52,8.82,-0.32,612.4,0.135,0,16.98
5,12,30,2.69,18.4,77.5,-30.49,5.9,-1.38,609.2,0.152,0,18.37
5,13,30,2.69,18.4,77.5,-33.31,4.2,-5.06,613.3,0.12,0,19.36
5,14,30,2.69,18.4,77.5,-34.02,1.43,-2.7,609.7,0.158,0,19.61
5,15,30,2.69,18.4,77.5,-40.48,1.45,-4.5,613.1,0.2,0,21.87
5,16,30,2.69,18.4,77.5,-46.53,-1.73,-5.27,615.6,0.165,0,23.98
5,17,30,2.69,18.4,77.5,-55.72,-3.67,-5.42,616.4,0.168,0,27.2
5,18,30,2.69,18.4,77.5,-61.78,-7.62,-5.66,614.7,0.147,0,29.32
5,19,30,2.69,18.4,77.5,-70.17,-7.48,-4.53,609.0,0.106,0,32.26
5,20,30,2.69,18.4,77.5,-73.13,-7.48,-2.49,608.8,0.147,0,33.3
5,21,30,2.69,18.4,77.5,-80.71,-8.2,-1.85,613.6,0.134,0,35.95
5,22,30,2.69,18.4,77.5,-82.07,-7.94,-1.5,608.8,0.166,0,36.42
5,23,30,2.69,18.4,77.5,-84.82,-7.79,-1.02,613.9,0.121,0,37.39
6,0,30,3.23,18.4,77.5,-82.19,-8.11,0.37,605.4,0.175,0,36.47
6,1,30,3.23,18.4,77.5,-77.06,-6.19,1.38,614.6,0.158,0,34.67
6,2,30,3.23,18.4,77.5,-74.13,-3.23,3.81,613.9,0.154,0,33.64
6,3,30,3.23,18.4,77.5,-68.76,-2.93,2.08,614.7,0.168,0,31.77
6,4,30,3.23,18.4,77.5,-60.74,-1.13,4.93,609.2,0.177,0,28.96
6,5,30,3.23,18.4,77.5,-53.6,2.67,4.11,613.8,0.189,0,26.46
6,6,30,3.23,18.4,77.5,-47.74,7.37,6.61,609.2,0.147,0,24.41
6,7,30,3.23,18.4,77.5,-39.3,7.15,4.77,614.8,0.134,0,21.45
6,8,30,3.23,18.4,77.5,-33.33,8.18,3.88,614.5,0.166,0,19.36
6,9,30,3.23,18.4,77.5,-33.43,6.4,4.18,610.6,0.154,0,19.4
6,10,30,3.23,18.4,77.5,-25.36,9.54,1.31,613.0,0.18,0,16.58
6,11,30,3.23,18.4,77.5,-26.7,7.44,-1.3,613.4,0.131,0,17.04
6,12,30,3.23,18.4,77.5,-28.03,7.38,-1.28,617.6,0.151,0,17.51
6,13,30,3.23,18.4,77.5,-30.38,3.52,-2.65,611.6,0.154,0,18.33
6,14,30,3.23,18.4,77.5,-36.32,3.48,-5.32,613.8,0.128,0,20.41
6,15,30,3.23,18.4,77.5,-41.18,2.22,-4.29,615.4,0.173,0,22.11
6,16,30,3.23,18.4,77.5,-49.02,-0.65,-3.54,613.3,0.131,0,24.86
6,17,30,3.23,18.4,77.5,-53.35,-3.5,-4.78,608.5,0.15,0,26.37
6,18,30,3.23,18.4,77.5,-62.55,-5.52,-5.46,613.0,0.141,0,29.59
6,19,30,3.23,18.4,77.5,-68.53,-6.05,-5.47,613.0,0.145,0,31.69
6,20,30,3.23,18.4,77.5,-75.52,-9.95,-5.4,608.8,0.182,0,34.13
6,21,30,3.23,18.4,77.5,-79.21,-6.48,-5.17,611.9,0.153,0,35.42
6,22,30,3.23,18.4,77.5,-81.45,-8.38,-2.05,608.9,0.184,0,36.21
6,23,30,3.23,18.4,77.5,-84.34,-5.16,-0.34,616.5,0.146,0,37.22
7,0,30,3.77,18.4,77.5,-79.19,-6.42,1.43,617.9,0.154,0,35.42
7,1,30,3.77,18.4,77.5,-78.7,-5.67,3.47,615.2,0.217,0,35.25
7,2,30,3.77,18.4,77.5,-75.34,-2.97,3.81,615.4,0.143,0,34.07
7,3,30,3.77,18.4,77.5,-68.98,-3.31,5.0,613.9,0.16,0,31.84
7,4,30,3.77,18.4,77.5,-63.72,1.2,4.14,612.5,0.124,0,30.0
7,5,30,3.77,18.4,77.5,-53.75,2.41,4.95,611.4,0.126,0,26.51
7,6,30,3.77,18.4,77.5,-47.33,4.99,2.94,614.8,0.133,0,24.27
7,7,30,3.77,18.4,77.5,-43.94,6.26,4.3,612.0,0.153,0,23.08
7,8,30,3.77,18.4,77.5,-34.86,6.01,2.44,609.3,0.172,0,19.9
7,9,30,3.77,18.4,77.5,-30.32,4.94,0.8,611.3,0.178,0,18.31
7,10,30,3.77,18.4,77.5,-29.2,7.97,0.98,611.4,0.142,0,17.92
7,11,30,3.77,18.4,77.5,-25.43,7.94,-1.54,610.0,0.14,0,16.6
7,12,30,3.77,18.4,77.5,-27.37,8.22,-1.92,612.2,0.155,0,17.28
7,13,30,3.77,18.4,77.5,-27.66,4.91,-3.58,608.8,0.149,0,17.38
7,14,30,3.77,18.4,77.5,-36.33,2.26,-2.55,614.3,0.161,0,20.42
7,15,30,3.77,18.4,77.5,-39.26,2.62,-6.21,614.2,0.182,0,21.44
7,16,30,3.77,18.4,77.5,-48.23,-1.79,-5.0,613.0,0.136,0,24.58
7,17,30,3.77,18.4,77.5,-52.18,-3.39,-4.92,613.9,0.15,0,25.96
7,18,30,3.77,18.4,77.5,-62.24,-2.94,-4.52,616.1,0.162,0,29.48
7,19,30,3.77,18.4,77.5,-68.12,-5.25,-3.46,612.4,0.13,0,31.54
7,20,30,3.77,18.4,77.5,-74.48,-5.97,-3.25,614.1,0.171,0,33.77
7,21,30,3.77,18.4,77.5,-79.78,-7.48,-6.15,603.8,0.16,0,35.62
7,22,30,3.77,18.4,77.5,-84.63,-9.32,-2.01,614.1,0.162,0,37.32
7,23,30,3.77,18.4,77.5,-80.94,-7.37,0.41,619.4,0.144,0,36.03
8,0,30,4.31,18.4,77.5,-79.62,-6.44,1.26,610.0,0.156,0,35.57
8,1,30,4.31,18.4,77.5,-81.3,-3.71,2.53,610.8,0.149,0,36.15
8,2,30,4.31,18.4,77.5,-75.22,-2.27,2.54,613.7,0.152,0,34.03
8,3,30,4.31,18.4,77.5,-70.56,-2.69,4.77,611.8,0.176,0,32.4
8,4,30,4.31,18.4,77.5,-61.55,1.98,5.2,613.7,0.123,0,29.24
8,5,30,4.31,18.4,77.5,-54.05,2.75,4.52,614.0,0.126,0,26.62
8,6,30,4.31,18.4,77.5,-46.45,6.49,4.72,618.4,0.183,0,23.96
8,7,30,4.31,18.4,77.5,-40.47,6.54,5.15,613.4,0.169,0,21.86
8,8,30,4.31,18.4,77.5,-35.29,8.17,3.54,611.8,0.139,0,20.05
8,9,30,4.31,18.4,77.5,-30.24,8.85,2.88,611.9,0.167,0,18.28
8,10,30,4.31,18.4,77.5,-29.81,5.94,0.25,611.5,0.183,0,18.13
8,11,30,4.31,18.4,77.5,-28.53,6.96,0.62,612.2,0.155,0,17.69
8,12,30,4.31,18.4,77.5,-27.44,7.05,-3.4,614.2,0.16,0,17.31
8,13,30,4.31,18.4,77.5,-31.3,4.82,-1.45,613.1,0.11,0,18.65
8,14,30,4.31,18.4,77.5,-33.42,3.59,-4.06,611.5,0.158,0,19.4
8,15,30,4.31,18.4,77.5,-41.0,1.95,-3.65,611.3,0.173,0,22.05
8,16,30,4.31,18.4,77.5,-49.19,-0.98,-5.59,615.1,0.173,0,24.91
8,17,30,4.31,18.4,77.5,-56.29,-4.26,-4.56,614.6,0.143,0,27.4
8,18,30,4.31,18.4,77.5,-64.11,-1.98,-6.21,613.3,0.15,0,30.14
8,19,30,4.31,18.4,77.5,-66.79,-6.24,-3.89,614.2,0.157,0,31.08
8,20,30,4.31,18.4,77.5,-75.03,-6.05,-4.18,611.6,0.183,0,33.96
8,21,30,4.31,18.4,77.5,-79.34,-6.2,-2.58,614.4,0.132,0,35.47
8,22,30,4.31,18.4,77.5,-82.34,-9.84,-2.21,612.3,0.131,0,36.52
8,23,30,4.31,18.4,77.5,-82.66,-8.07,1.44,621.4,0.18,0,36.63
9,0,30,4.85,18.4,77.5,-81.68,-6.24,1.4,614.7,0.151,0,36.29
9,1,30,4.85,18.4,77.5,-79.86,-4.04,2.22,608.7,0.126,0,35.65
9,2,30,4.85,18.4,77.5,-75.69,-2.79,2.88,615.8,0.154,0,34.19
9,3,30,4.85,18.4,77.5,-67.16,0.18,5.57,614.9,0.186,0,31.21
9,4,30,4.85,18.4,77.5,-60.55,1.73,3.73,615.2,0.167,0,28.89
9,5,30,4.85,18.4,77.5,-53.95,4.68,5.84,611.0,0.127,0,26.58
9,6,30,4.85,18.4,77.5,-45.52,4.63,4.93,609.9,0.149,0,23.63
9,7,30,4.85,18.4,77.5,-40.88,6.8,3.34,612.3,0.177,0,22.01
9,8,30,4.85,18.4,77.5,-34.53,7.13,3.35,611.1,0.154,0,19.78
9,9,30,4.85,18.4,77.5,-31.16,7.65,0.4,613.1,0.19,0,18.6
9,10,30,4.85,18.4,77.5,-29.3,9.58,1.13,611.3,0.149,0,17.95
9,11,30,4.85,18.4,77.5,-25.07,7.26,0.0,613.5,0.155,0,16.47
9,12,30,4.85,18.4,77.5,-25.38,5.66,-1.28,607.4,0.108,0,16.58
9,13,30,4.85,18.4,77.5,-29.72,6.05,-1.47,612.2,0.164,0,18.1
9,14,30,4.85,18.4,77.5,-34.92,2.33,-2.84,614.2,0.173,0,19.92
9,15,30,4.85,18.4,77.5,-40.83,-1.95,-5.75,617.8,0.154,0,21.99
9,16,30,4.85,18.4,77.5,-49.53,-2.91,-5.81,612.6,0.147,0,25.04
9,17,30,4.85,18.4,77.5,-56.29,-3.61,-5.36,618.8,0.203,0,27.4
9,18,30,4.85,18.4,77.5,-63.97,-6.11,-4.91,613.0,0.116,0,30.09
9,19,30,4.85,18.4,77.5,-71.4,-5.94,-3.91,613.8,0.139,0,32.69
9,20,30,4.85,18.4,77.5,-76.78,-6.65,-3.55,611.0,0.171,0,34.57
9,21,30,4.85,18.4,77.5,-81.31,-7.2,-2.64,614.5,0.148,0,36.16
9,22,30,4.85,18.4,77.5,-79.75,-7.02,0.64,612.6,0.174,0,35.61
9,23,30,4.85,18.4,77.5,-80.06,-5.59,-1.06,610.6,0.13,0,35.72
10,0,30,5.38,18.4,77.5,-84.03,-6.43,0.64,615.0,0.145,0,37.11
10,1,30,5.38,18.4,77.5,-80.26,-2.09,2.8,611.1,0.14,0,35.79
10,2,30,5.38,18.4,77.5,-73.47,-3.86,0.88,613.2,0.145,0,33.41
10,3,30,5.38,18.4,77.5,-71.07,-2.42,5.66,607.0,0.118,0,32.57
10,4,30,5.38,18.4,77.5,-62.31,2.04,3.93,615.0,0.181,0,29.51
10,5,30,5.38,18.4,77.5,-54.21,3.79,5.57,612.0,0.169,0,26.67
10,6,30,5.38,18.4,77.5,-48.58,5.02,5.16,610.2,0.132,0,24.7
10,7,30,5.38,18.4,77.5,-42.19,7.12,5.88,615.5,0.155,0,22.47
10,8,30,5.38,18.4,77.5,-33.29,6.78,4.58,618.8,0.135,0,19.35
10,9,30,5.38,18.4,77.5,-30.65,7.73,0.94,608.3,0.146,0,18.43
10,10,30,5.38,18.4,77.5,-26.5,8.29,0.57,611.4,0.185,0,16.98
10,11,30,5.38,18.4,77.5,-27.94,9.46,-0.48,613.6,0.17,0,17.48
10,12,30,5.38,18.4,77.5,-26.46,5.77,-1.34,616.1,0.157,0,16.96
10,13,30,5.38,18.4,77.5,-30.92,5.6,-1.91,615.7,0.138,0,18.52
10,14,30,5.38,18.4,77.5,-32.9,3.46,-4.16,612.6,0.184,0,19.21
10,15,30,5.38,18.4,77.5,-40.96,1.42,-4.55,618.6,0.143,0,22.04
10,16,30,5.38,18.4,77.5,-45.96,-0.15,-4.77,607.7,0.111,0,23.79
10,17,30,5.38,18.4,77.5,-54.62,-0.71,-4.18,613.7,0.128,0,26.82
10,18,30,5.38,18.4,77.5,-61.99,-7.47,-4.57,612.6,0.146,0,29.4
10,19,30,5.38,18.4,77.5,-67.73,-7.77,-5.3,611.8,0.123,0,31.41
10,20,30,5.38,18.4,77.5,-74.72,-6.51,-3.79,615.6,0.113,0,33.85
10,21,30,5.38,18.4,77.5,-82.97,-11.27,-2.85,617.5,0.135,0,36.74
10,22,30,5.38,18.4,77.5,-83.82,-7.44,-0.73,611.7,0.171,0,37.04
10,23,30,5.38,18.4,77.5,-80.25,-9.15,1.19,614.9,0.151,0,35.79
11,0,30,5.92,18.4,77.5,-83.19,-8.19,1.52,614.1,0.144,0,36.82
11,1,30,5.92,18.4,77.5,-77.8,-4.97,3.24,609.4,0.161,0,34.93
11,2,30,5.92,18.4,77.5,-77.62,-2.68,3.95,616.8,0.134,0,34.87
11,3,30,5.92,18.4,77.5,-66.21,2.27,4.12,616.1,0.165,0,30.87
11,4,30,5.92,18.4,77.5,-63.44,0.47,3.8,615.4,0.164,0,29.91
11,5,30,5.92,18.4,77.5,-51.54,4.21,4.89,611.9,0.162,0,25.74
11,6,30,5.92,18.4,77.5,-48.13,5.34,6.74,610.3,0.166,0,24.55
11,7,30,5.92,18.4,77.5,-40.3,5.89,4.08,612.6,0.148,0,21.81
11,8,30,5.92,18.4,77.5,-35.77,8.45,3.16,608.9,0.173,0,20.22
11,9,30,5.92,18.4,77.5,-30.19,9.43,3.46,618.1,0.133,0,18.27
11,10,30,5.92,18.4,77.5,-30.23,6.0,1.27,615.3,0.172,0,18.28
11,11,30,5.92,18.4,77.5,-26.45,7.72,1.47,614.7,0.166,0,16.96
11,12,30,5.92,18.4,77.5,-26.12,6.11,-3.05,613.2,0.098,0,16.84
11,13,30,5.92,18.4,77.5,-30.61,5.23,-3.42,610.9,0.18,0,18.41
11,14,30,5.92,18.4,77.5,-36.21,3.56,-5.41,612.5,0.185,0,20.37
11,15,30,5.92,18.4,77.5,-38.21,1.68,-5.74,613.6,0.167,0,21.07
11,16,30,5.92,18.4,77.5,-45.98,-1.69,-5.41,613.5,0.149,0,23.79
11,17,30,5.92,18.4,77.5,-53.96,-3.13,-4.49,616.1,0.16,0,26.59
11,18,30,5.92,18.4,77.5,-62.88,-3.4,-3.46,609.4,0.2,0,29.71
11,19,30,5.92,18.4,77.5,-70.28,-5.22,-4.3,617.1,0.2,0,32.3
11,20,30,5.92,18.4,77.5,-75.12,-5.73,-3.35,615.3,0.151,0,33.99
11,21,30,5.92,18.4,77.5,-80.62,-7.15,-1.75,616.9,0.172,0,35.92
11,22,30,5.92,18.4,77.5,-82.45,-9.89,-1.06,611.5,0.137,0,36.56
11,23,30,5.92,18.4,77.5,-83.13,-8.87,1.12,605.3,0.146,0,36.79
12,0,30,6.46,18.4,77.5,-83.04,-4.58,1.15,610.3,0.163,0,36.77
12,1,30,6.46,18.4,77.5,-78.81,-5.19,1.91,619.1,0.202,0,35.28
12,2,30,6.46,18.4,77.5,-75.29,-3.48,5.0,614.2,0.166,0,34.05
12,3,30,6.46,18.4,77.5,-69.17,1.16,4.69,614.8,0.202,0,31.91
12,4,30,6.46,18.4,77.5,-60.8,1.65,5.82,611.9,0.141,0,28.98
12,5,30,6.46,18.4,77.5,-54.94,1.4,3.23,610.4,0.13,0,26.93
12,6,30,6.46,18.4,77.5,-47.59,2.2,4.64,614.5,0.178,0,24.36
12,7,30,6.46,18.4,77.5,-41.24,5.91,6.04,610.1,0.198,0,22.14
12,8,30,6.46,18.4,77.5,-34.53,7.81,4.31,614.8,0.167,0,19.78
12,9,30,6.46,18.4,77.5,-31.97,8.33,2.68,610.4,0.173,0,18.89
12,10,30,6.46,18.4,77.5,-28.88,6.64,0.94,612.6,0.155,0,17.81
12,11,30,6.46,18.4,77.5,-28.66,8.22,-1.18,611.1,0.162,0,17.73
